"V1","V2","V3","V4","V5"
42384,2538,19531,4980,43769
8443,24526,46076,34543,3401
20111,33163,35427,5675,45069
32341,36394,524,19071,6935
6802,4048,19642,25359,8295
6495,21542,6294,18692,8278
35266,10535,13417,41015,29148
24436,25817,8495,34376,21876
45181,45735,929,1217,40266
44612,2068,16032,41920,2317
31022,15474,1465,21000,24954
1577,18007,32701,16328,44247
35729,26501,8143,30997,39873
41419,40692,5870,19926,37132
5920,35528,2529,38238,19457
17014,16387,28093,3973,7068
10081,16055,10638,23190,5338
1183,33777,43212,37374,2270
4065,24777,38376,9009,12806
44043,38641,33241,11134,24356
20557,2156,30619,10233,24416
17219,35725,240,44513,31098
2225,5283,9368,242,18371
8176,35971,8150,35323,18741
24540,12094,17958,26957,16424
22560,37304,44930,29478,4393
39496,3454,10639,12520,7090
1130,1569,14177,16655,30432
1909,23181,4927,36928,27325
16669,27579,3203,33811,31046
21815,11473,41522,42078,16024
42760,6757,13634,45448,35372
43597,8552,11126,23680,555
21003,13128,21895,35508,32324
3108,3937,39424,36632,25276
40409,40356,22136,39705,34771
24136,13528,13331,23730,21182
25289,24521,4053,44694,33589
39492,2000,10829,3866,21794
40923,31609,11560,23078,33642
3056,38531,867,31795,27615
12634,31403,38064,42936,28761
3557,39768,43909,776,22841
37936,5571,24089,4695,25149
23760,27896,32598,22438,41533
22984,46332,23496,46059,35539
36824,9287,11598,2436,23518
9785,6449,6181,29676,2643
18189,33620,26183,14387,26180
21113,18317,1350,372,18246
22864,4824,31140,10305,15450
41722,18072,43264,6938,35573
46339,24601,44813,43442,39116
14772,8812,20679,12631,35606
25096,4588,25012,34298,37689
42338,33596,11312,31979,4671
12358,16598,46337,6651,28590
17428,21227,5906,15043,13996
36782,40125,17232,32891,9994
34135,29078,20363,43696,42316
29705,3169,2968,12984,21981
30230,33531,32274,5080,8088
26623,27604,34319,7503,28663
39966,22860,5821,41856,11732
32975,17180,35935,41233,42920
32606,2030,217,44825,18970
3053,20388,567,80,20626
8344,41292,34742,28302,24734
38883,42027,10360,29884,41077
1090,26517,3241,38911,7609
21667,30546,14481,1831,22610
9091,17222,27638,10159,11572
41167,31934,42767,18115,36885
7617,30509,39729,18119,35788
38869,24681,18104,24022,42647
7935,30846,32446,21049,8878
15045,6309,36225,43476,40512
43326,38554,41853,38578,13591
35464,32051,24513,41658,13671
28919,11314,18688,8625,32965
7621,41768,19821,35945,7644
227,41458,19766,40819,8606
40966,38749,13800,9463,7657
30408,1868,29913,4362,11751
20011,1368,37312,18737,27403
42654,15800,41238,7697,21798
44471,1204,40187,32191,25212
41930,45674,1283,45801,42651
13042,16869,17843,3790,5028
26317,5664,5301,39618,25952
5317,40144,41904,2612,14421
22657,18324,39305,12914,10057
26415,18799,360,42190,20841
27054,32873,8548,1857,46030
16062,43672,46061,22281,7859
25164,23784,42241,14134,1324
4117,9872,21877,17455,23803
32915,8762,14500,2035,9615
16782,8532,27819,971,33023
13165,7842,26144,42035,825
14604,4395,43018,24155,39360
16681,44962,43033,34149,22205
5802,35635,40844,45175,17231
10939,41465,7197,43210,21749
13524,11802,7920,46350,34247
25781,21950,38259,43387,33759
23909,6798,738,21245,40042
35598,20154,38306,16541,23268
25482,4925,2869,34440,35669
32845,40236,29314,2327,42886
41102,28795,45132,11609,30522
6033,11458,20438,5711,17954
16727,39094,16027,21104,12702
40038,3581,20383,16624,356
12022,23734,16519,39080,6838
8495,26488,4722,27732,33587
1413,9293,13173,1299,3102
11269,12132,9724,39297,19385
29614,37632,2873,9650,35522
9430,771,41984,32324,46075
16002,13289,25530,34065,9754
3224,5222,19454,9649,11895
25589,31398,36374,16000,2045
2467,43132,12854,44003,35180
28408,18840,41628,38534,39416
18572,23714,40438,4424,24165
18361,26069,26971,45624,3876
2104,35064,21704,37480,6322
16357,1284,22124,20402,21465
22433,7062,26551,40791,20844
44978,43501,45025,23010,34910
43904,32316,39691,3244,4590
39783,5450,45297,20452,9834
17967,41423,35680,16867,6701
23209,13370,7106,15618,24964
28380,155,11639,6634,25314
3444,20710,27092,29779,45822
27715,45652,13633,1709,39047
7562,779,20125,16145,37933
34279,27179,21574,39918,3706
7571,865,5706,19258,27805
24757,35039,30091,1326,35638
34462,11281,39450,27465,16735
14611,44123,30676,43466,8565
25414,1638,44906,15467,28936
34564,40720,33190,6005,32694
786,22774,29546,6467,12203
44699,5498,29801,25260,31009
37879,23324,6719,2343,17095
3573,12643,33820,14115,44436
27553,20971,9775,16610,9053
6653,42150,4897,35518,36392
10469,1695,8581,31993,1376
18276,36875,32480,23117,34669
34098,11708,31699,22839,46347
39843,19040,41969,32123,28221
17545,11989,21673,43866,44502
31201,24243,10154,38286,35829
11713,20221,2933,13716,7283
14281,46337,2542,41982,43455
35820,33050,28664,37311,44913
4370,13737,29097,11996,19642
17843,29004,17646,36192,36176
19981,4259,27673,25550,19094
18203,35129,16931,9113,4605
29301,16590,43511,14417,22382
39657,1297,35217,35379,17498
35763,24115,34036,24859,31883
24867,20880,19687,40915,42892
20799,30870,33453,8092,15447
11898,13151,24697,21628,41114
16844,26933,13567,20110,29763
35463,8203,43626,40086,3307
15376,16362,39148,14331,12193
8872,8811,32597,18654,44308
32776,34469,30789,54,33559
39831,9349,25208,33019,7819
29951,19395,21457,4810,39458
24768,18481,8317,23831,7044
39568,7839,35346,29379,41445
20041,10994,39952,19710,20838
14846,45398,17052,14862,34060
38845,12151,43042,23423,43755
6497,2417,31242,34479,15897
1113,4129,41729,16574,11235
39264,46152,11948,18204,23683
38347,5856,26896,1599,36455
727,18904,29001,14938,4269
37237,27402,18930,28349,13286
19407,4313,41154,2576,12857
45057,31438,3960,34387,44209
11490,22967,33853,30384,40412
44876,34608,44963,6134,42464
5539,24669,10161,24960,982
10659,15014,3460,1731,10413
31228,7366,294,12456,35561
40960,40778,32246,46220,19847
9792,18505,21191,20194,4059
32790,15257,15485,1550,30244
21637,41186,7064,23554,3788
22508,32496,43486,39084,3388
693,43409,2713,29265,14743
31612,24740,22604,29389,25542
17804,8833,9638,19592,21146
18058,31068,16778,8368,44488
36460,26664,33667,44264,39350
42927,39431,12218,35846,46010
2822,40228,42688,40418,31129
31902,44358,9480,22701,65
33894,7372,33008,18691,24673
41430,41306,13220,41068,23896
6197,42002,6895,19475,17076
18730,27199,45251,27290,37
44871,29407,5500,26568,25777
11867,26333,36065,38226,40106
25174,26379,10750,43841,264
6214,29213,10270,29353,36737
40711,24870,42598,522,40075
22353,26737,18542,2736,11859
22274,39371,2231,5459,9563
42239,4413,14852,31037,17151
10226,2184,7811,43882,27523
46346,30427,38863,2811,19595
30401,16490,41138,28593,14318
39900,43447,34774,19577,20656
14748,5206,27769,41372,3419
37073,31995,26725,4003,20038
24376,28924,1422,1789,24136
40745,45769,14537,26538,25505
4538,18021,33693,10403,17770
33513,43236,7933,44603,25171
20749,42289,30193,4230,19061
14538,27077,31293,21970,18180
44653,28880,29494,6443,33301
563,28731,18468,26998,13143
22115,43649,35363,45717,33490
22647,2494,40774,14434,14124
40854,32448,25715,21657,10253
32127,30417,7214,42192,33783
18061,5069,10224,26440,32664
20452,33189,25733,34932,37590
3746,29144,23083,39177,41654
30134,3378,44250,19607,351
37080,24981,18910,37064,24269
20944,37248,20639,438,45866
22211,7991,44599,27726,40330
16398,46336,1715,11131,617
17059,44519,35067,28389,41343
40714,21389,4515,9102,35981
30129,8461,36434,21402,40408
39663,7923,11019,31934,18448
35602,19068,35628,2812,4737
1238,37838,12759,22903,41853
42097,18634,14863,22220,36761
2741,30238,5689,45040,16184
24893,22958,3644,16601,42260
44828,18835,37981,13061,33179
43574,11284,10569,1867,33080
18509,33929,24348,1428,26980
26808,13555,20222,42930,27945
31315,18978,29487,20821,36125
11632,9208,11302,27,46185
29736,13688,40026,46334,39316
38862,15931,22414,14665,8604
10038,18305,32055,26470,19256
5498,4755,29751,5752,27555
16228,34808,19549,8940,3729
30949,2034,26562,14078,15775
10312,14716,2616,31686,19503
4319,13734,20182,1620,1377
7118,32207,41243,4101,24118
22576,33071,38412,8278,20642
19572,13132,13909,32918,13375
46146,1171,42464,37648,34124
7354,647,34127,10738,37243
1995,15920,15406,8130,23852
13631,11169,42702,16647,12375
33404,3939,20282,34312,18477
40789,20587,18250,33634,20962
9972,43499,32009,5104,37910
24883,45563,19656,33861,16384
5499,30061,7056,34537,2979
12069,18460,17077,17044,36305
27746,34722,13860,35991,19040
12373,34304,37747,14745,37010
34007,39168,27872,34339,20450
35562,17033,44085,7421,1971
24506,37748,24552,34370,9068
7517,3252,11666,8004,17397
38988,42777,13367,21265,21669
2516,17591,16264,29004,40927
38956,1810,1117,31177,28609
14045,30434,839,25320,8527
4794,25029,12030,19333,6736
9937,8130,13493,14196,6997
31873,36015,40683,20417,9101
28142,35010,18904,14473,18785
17834,13962,23107,24653,38707
22702,17927,7497,43976,38329
21991,37794,20976,33022,32380
6670,30309,10027,6778,44072
22577,41525,11357,29125,30548
15571,14583,31285,20530,17170
37330,20658,12163,11287,38856
4919,17490,13266,25799,43234
24871,5331,3406,19171,11910
39692,31808,40424,7557,15635
18496,19475,24832,6219,22905
38366,5596,18947,33232,20371
4804,25168,24478,20966,42660
24289,33082,14670,39226,8873
16202,10345,5416,5608,12335
30151,39313,38400,10415,43251
24512,31109,24430,30191,22507
10064,26694,42957,41469,44844
2114,3778,39671,9950,15165
23134,25530,40695,5394,32645
44738,16369,4351,17082,25577
24263,20099,42009,39905,24983
34740,18314,9091,43915,37833
24137,14898,15687,20429,16004
44356,34736,4112,25940,26050
15585,37379,16736,38827,51
23263,5266,20675,31640,8196
20975,39563,35510,31209,6475
5152,12026,537,40116,21787
35441,6370,20929,25344,8637
15583,31393,22162,25004,4645
21431,6566,44718,15972,25318
23984,12299,19241,15012,4392
22998,40372,41299,14767,14896
19424,22870,15095,33428,37148
43019,12710,31532,15596,18546
9213,10405,35443,38507,33842
8426,44424,4206,19313,38686
20383,45335,43579,1817,12346
19387,45383,15341,2203,6007
5255,22256,23134,6724,2
21662,22273,43366,42339,29110
24950,30296,32267,38968,39355
6820,46177,17512,11403,109
11434,39719,39219,37631,28839
41805,34446,1504,14515,39437
22307,5393,17160,7683,5032
5630,16224,23395,18678,46286
9518,29554,28307,40278,20787
29036,5280,43345,20451,19842
3656,40154,6728,21341,34726
43067,12914,27849,19769,28547
2818,14336,13287,32913,41430
13216,21722,3915,11999,16850
31169,27720,27764,20949,3675
44347,11199,322,3913,16388
15828,8663,46287,42150,1631
38272,32775,6525,16918,21071
31824,42352,5397,45176,46341
34383,30711,2175,43366,2911
28737,18821,7432,913,19170
30858,34277,4117,40953,41693
20398,10496,2769,9338,14969
35426,42254,16831,34100,3682
3452,2357,45347,36398,35396
12751,19954,31097,44398,36340
37083,42368,37504,21626,26931
42541,2418,44998,14819,1539
26370,6759,1058,12612,14244
9278,11643,14964,7743,4884
36286,7757,44876,32724,29875
18815,40268,32461,6497,40598
42820,24429,711,27626,4348
22619,22418,19539,23196,27312
11240,19932,31982,6656,33723
4056,36131,16583,41450,7640
15659,10368,4340,38637,18035
34611,19550,17746,22479,45007
37637,25879,44781,28878,11295
44364,23910,46004,1239,18205
41593,21320,40166,24061,37745
29615,4209,20716,8141,42264
46279,43101,28225,31222,6670
515,39599,13966,42328,7542
767,593,12897,5615,24308
17961,10788,1275,4995,26863
34743,2384,5984,37602,25173
9974,36964,39802,20298,26098
45439,33292,23375,4543,17769
8844,8028,30632,29809,41318
16897,36553,8821,5038,32050
46206,16565,45106,10692,16078
24666,9665,35149,29183,43667
32994,18322,8017,18038,45701
30450,17048,33318,31145,41341
27716,41336,32476,43134,26203
35369,20012,25512,30699,13295
30164,44345,12170,6611,13082
32785,10404,17093,26219,24017
36271,12514,21547,20671,11911
15656,15499,39639,10005,24216
34937,38477,6570,45648,5102
18429,29788,40158,19682,35636
32020,4356,38932,31912,922
26092,38798,2864,9850,20671
24486,12175,22480,6679,33011
20435,43127,33910,9868,39602
28094,13004,24115,28634,21748
8714,7262,29408,4124,30841
17615,40136,21515,42374,30014
9670,43641,36429,45637,17287
5278,19606,28551,45229,27414
18170,30412,20124,28046,43236
7022,40940,10197,43562,511
29088,10427,45648,36232,12408
39750,2933,33212,8739,21497
29731,20659,45921,41263,24328
28372,31639,36240,21298,21103
12722,45090,42055,35534,12942
36235,26216,29941,28383,26294
44009,29481,42294,8063,17353
12272,39583,39459,2302,27318
24464,8479,25501,33168,2367
24404,39264,29133,13408,37718
2380,32848,3290,30587,44672
3480,13652,35726,32818,3907
13046,6140,37646,26611,45575
34434,32777,32421,4061,13320
26464,39022,9781,30700,23487
26956,16866,30219,12138,42815
40645,20861,34393,37348,45500
18394,15336,30349,26884,14769
5579,46166,32432,27299,11364
14361,20543,16289,26101,20856
1932,24808,4418,3811,45377
4913,8371,6392,31922,34890
28209,6018,3865,4720,12273
27729,45537,18931,13314,40
25014,40642,21869,32168,23344
2844,34312,35265,15946,41666
10078,45562,39335,3967,12330
27409,6599,16214,20210,44603
28399,8788,32329,5984,4520
36832,5505,11960,42287,24662
9572,32684,44985,27426,16199
13141,31351,13283,30850,26105
27096,45903,3328,2761,14521
43425,34930,42136,5116,40385
41354,6390,38215,32280,39469
13153,489,1074,42699,37983
36074,31038,34264,31874,35855
43975,36943,14376,4175,13234
15827,19296,24334,9199,36820
6775,25081,6592,25379,28063
16799,27834,31456,36674,37734
37176,2868,43199,35137,44324
38726,45802,3009,7935,25808
36199,8435,29641,19432,22110
8684,16497,27708,26218,33389
11638,5978,7208,13464,22298
30261,39003,25728,26563,18036
31229,9779,6990,41618,26458
40151,38570,19528,6,43827
2398,6445,31768,9120,40427
20480,41826,31912,7057,210
20921,28328,26379,6893,3233
3359,35192,2513,494,33853
1810,31276,35976,22483,12645
5375,12562,5187,20265,1037
35870,25916,16824,34259,41283
28754,45077,34481,39912,10526
21094,35623,25300,8373,4630
21967,20350,23347,23187,11382
19071,25474,26199,38804,42597
25407,40675,21714,30112,17585
7248,10113,18317,41754,11843
25937,40966,21286,9817,27772
33955,32991,40835,40797,14865
25424,37053,30742,26968,34202
7542,28403,37147,31424,4513
12056,45859,16407,27621,18793
43274,28255,4319,29973,20824
15393,22395,32561,43605,44899
43199,20460,15744,42656,1270
44948,33757,7958,5689,40998
22614,30742,24381,4344,9402
1766,27553,12857,27335,34954
7628,12800,9874,13667,16773
32064,10036,45736,39883,10992
17203,6235,28693,28753,35197
46273,44641,42479,33383,38363
15110,24974,30469,15645,27085
21433,30379,29215,36838,24097
32458,46291,24071,11233,19985
40002,8863,41754,11085,1214
32095,10777,4015,6112,29677
23299,4159,26059,42582,8737
6065,34356,17373,449,15012
28502,30234,7287,8673,17576
8775,14591,7380,43939,1535
14197,40515,13341,21622,7772
2995,4,41367,24195,5412
21390,28890,28181,33329,38961
18275,17862,21807,41338,25788
38699,9038,17507,39536,31010
14398,44180,44803,15445,35435
31195,27573,34683,45562,22695
40126,9609,15597,17691,28498
20560,22618,19370,9575,504
22686,585,7651,20705,181
7229,22492,38140,11385,33373
22005,24891,22082,45462,188
37051,5076,33327,13624,12706
34796,38546,42883,35333,44452
17826,15321,15559,43356,3636
45932,39614,9380,30630,35553
34606,33137,8587,36246,3829
15838,9836,12919,34565,32505
30178,16221,23817,11888,45370
44817,36724,2980,36718,24994
599,28123,17124,12980,37582
45621,17107,24196,20857,12770
33459,9874,2307,41260,23961
41428,26125,40332,21106,24359
39330,20411,1449,16529,1232
35230,39798,11886,10187,25619
20898,4677,19321,42823,40331
36868,32983,45441,1945,33135
39517,4364,13256,1208,35436
46227,3279,34032,2540,34069
11010,38283,15730,37512,25259
13454,27949,18103,13536,31112
6867,27570,992,1004,40871
45231,42380,6257,5410,41712
7470,14860,24024,32509,32132
15184,1754,7848,39831,27626
7802,30250,14608,36988,37135
38458,39569,17358,30936,23244
17911,26214,20543,27135,38628
22234,28309,4051,33220,23735
36853,271,35272,32190,22479
18218,44052,5135,41824,45621
7507,30064,5222,28210,22735
24692,36035,35801,30093,16112
19104,8932,19574,31512,12261
3958,33626,33879,12857,30259
25123,10758,40534,7883,18511
36269,6683,12279,11562,4483
17354,34909,10247,28370,15647
44047,18980,34513,37878,20793
25745,3560,16808,17320,24498
2352,12487,29171,8747,21491
16997,45474,14659,44229,8103
12801,35307,33204,38395,23656
41527,26833,5264,10587,41714
27851,7065,2526,35567,37975
37769,1222,39124,34239,28150
40043,45519,26493,20248,2835
13755,34599,19104,10207,30681
4432,10806,11017,44155,44330
19886,7951,42400,13501,28308
26696,22497,26708,42089,5218
22475,40366,23661,4486,25246
2040,41233,42199,32500,16992
17192,17433,30150,28271,26655
30536,29040,23810,21548,8154
6504,429,32467,11828,5855
10033,4252,45392,38498,16340
10427,25980,45790,6350,6041
31120,46023,41777,38133,38609
41433,18979,13836,23384,42075
30357,12870,18617,12317,35726
18366,1563,25556,8043,25230
6090,28553,25872,2652,43716
28595,39418,4887,7865,39071
21847,38081,26013,32696,23287
20585,19064,12618,44495,3513
35421,10132,33171,14037,12210
38947,44477,5412,18541,13698
12207,18405,22522,27488,22017
1552,42766,25171,1666,43122
36406,30649,22026,4024,32826
44704,5967,35875,18812,13089
6060,3670,19186,30125,1272
10989,1223,27000,1962,25266
12193,31984,44430,39772,20431
6480,33833,39329,10913,24710
1236,31969,26151,7072,32022
3537,15075,15797,19371,36347
357,39443,36861,33690,31791
16703,38138,40678,18621,9356
29858,36953,21181,17484,45299
36208,440,44732,22135,35469
14030,3758,18530,44713,11374
2937,40099,32663,1505,26800
28817,13383,40113,9813,5623
10289,14913,7274,36902,22267
32992,38206,31814,37097,24825
23552,6755,28109,8492,25148
4643,30863,2590,21715,9054
42023,35905,23457,24848,18935
39475,14009,22874,13959,30010
39052,25630,6880,16292,25031
31570,20946,188,10339,4487
2833,33166,39755,11466,5294
26444,43504,4197,29728,17310
37061,33893,36659,35190,13103
38185,46221,30535,45441,9201
2874,5185,38960,8960,11842
1406,37090,37471,25255,5825
38840,41094,28640,7838,9234
18342,13886,26545,41596,5484
23589,15616,27491,14700,21956
8469,17084,22148,38595,14185
31100,14448,28805,27535,25340
25248,44293,44664,25101,26082
13490,6102,33053,37742,28559
8239,21810,16896,35103,33323
14668,23389,5487,4885,7362
38773,5225,41759,7240,39631
45753,43066,364,20864,31466
11673,540,19716,32609,42194
20303,28046,20449,3535,14799
25110,38419,29530,44234,6121
3290,27906,11769,19216,6143
18417,21452,43609,33653,21417
36577,5362,9394,46157,14309
5519,2700,23548,22719,428
25355,12326,29995,11795,22773
24019,2431,37512,5775,23161
36057,42605,5231,44189,16764
26396,42804,16723,37051,29316
26994,15845,34105,14921,15230
29796,36166,4107,41051,45518
39377,43231,5160,37129,33534
16168,29826,27658,10103,12048
39541,40458,12012,12382,38682
18588,5121,38152,6521,9436
37585,9900,31252,8864,24387
7359,20401,14971,14669,1689
1547,19243,14077,16660,5411
43944,5581,13808,37381,10616
39652,21435,3278,37039,24150
28364,22937,34136,18183,7653
41981,16053,18826,45838,1968
40975,13463,43099,3599,3553
14716,38318,9061,26091,29930
5428,42305,28247,26031,8598
34827,12411,3424,45500,19391
35248,19661,45617,31290,43637
10851,43104,10661,35346,15917
20883,2139,44799,30538,28828
38626,7773,30978,18539,42992
20644,18844,7675,31871,4879
20052,11843,22158,40896,26816
32327,29268,9863,30000,11389
12380,26147,34093,998,2146
24493,10722,13795,17521,21835
7093,3832,7571,9361,42177
32806,31435,7544,8989,39019
31377,30191,32438,3751,11753
40628,10732,7188,7877,2538
32214,41941,19488,1156,23780
11693,4069,11497,20628,6191
37967,893,20382,6431,36884
6201,22644,19380,17005,2444
19275,19434,23329,25276,26704
14248,15533,4438,33902,26522
3575,34062,26809,23878,2037
116,10630,22229,19388,11684
11350,42345,19694,662,34920
1669,10972,28779,38032,41329
4869,5724,25442,9186,1139
37435,30284,11148,45673,11188
40498,1894,35551,23651,21279
39582,9672,35093,41335,36748
9749,38221,16269,3823,3963
9924,3725,45416,32264,32606
44022,28121,7137,26443,42864
42373,42278,8160,17518,27222
34019,7320,512,17213,16026
37898,37981,2250,20739,312
20286,39575,8388,44159,43866
13162,34330,17880,26518,35749
38412,22149,45505,20692,10957
37397,35085,6278,3581,4872
21430,28764,12782,36881,23346
4769,31368,29763,42608,28283
14735,16984,15314,34346,16953
43394,26190,25811,27952,13356
3110,13314,24424,26307,40345
16112,33289,877,1364,24315
14520,6101,36794,35674,41446
11878,20454,33851,33455,30369
14283,45670,68,6183,14625
27288,33744,7969,15397,42824
1093,30329,26521,41609,40537
1326,40262,33741,21564,28049
15832,18098,36018,27941,29356
22297,27810,28844,39678,25532
31362,4047,18994,4482,19891
20043,15465,26201,13679,43731
42572,281,23889,14351,4186
46215,28021,13885,32578,29185
35784,45863,4672,35286,25823
37151,19169,40004,33970,1500
42824,30673,2896,2557,43050
5418,4134,26936,39499,8239
21503,29076,30338,19237,1716
19168,4034,8970,2245,44881
6091,23602,13986,9366,34520
10519,36078,36700,43222,24414
16954,29367,5376,45670,36217
8069,33878,22688,7528,35274
23126,5627,13090,31676,33716
36427,13250,34849,6105,41188
8480,39674,24319,526,15345
28357,43699,35143,5879,35819
32141,27368,34502,29550,34367
7170,37280,23629,27828,26979
7724,13733,3592,17922,4946
12431,23676,36721,38205,1419
21002,22069,28383,46149,22872
29173,19635,19626,33081,16692
12799,8256,14007,1949,41703
31850,31812,4363,29831,40358
16500,31400,31483,12916,21203
10143,6099,764,12212,20764
5899,12554,4580,235,29812
21746,25953,2184,43093,21426
20469,10206,16742,1643,41913
1617,41284,10514,21759,9836
24735,25675,30279,31753,43349
43605,17119,9194,11873,839
38212,34083,40223,16308,34441
41777,13931,3663,40652,35402
42529,8871,31923,24531,43041
42792,46044,46220,8664,37267
21877,26090,1575,3292,34463
8633,4704,46097,39935,33898
8992,6735,15452,20907,36193
15101,1110,4293,27765,17764
24863,35591,4827,32871,14472
44577,20577,13473,35127,44900
39761,13877,22923,36880,44964
962,41006,12206,10809,15258
34376,15609,39263,21753,33546
29671,7566,27564,9946,17634
40124,19249,7891,12180,16061
39559,13064,19368,18838,16695
28790,6852,19645,32364,21117
35789,39938,27027,23047,2749
4634,33997,27581,38166,20967
22604,20515,32171,7801,20276
42260,10704,10147,32434,20225
25690,2711,41667,26274,37572
23591,17563,30666,23000,14712
4157,28135,7904,24502,20522
16961,37961,13105,16390,38419
18529,4385,6137,30718,43878
30456,25281,11117,30633,5578
21028,7834,35778,18170,45405
19934,28244,17328,13976,26602
7550,32794,15751,20505,10974
25268,24373,19160,27062,2150
12357,28405,19641,15089,31698
46071,43256,41768,2475,15884
37464,36594,8812,13729,14006
24850,36884,29269,755,36012
24474,27390,42894,19418,39126
31508,25184,34480,43659,44115
30123,27704,41600,17312,34590
13033,41716,7347,9504,29901
33281,25241,21324,23644,26330
14001,32358,2568,30460,27628
10869,36056,29914,28267,13085
32585,36820,43895,7960,21665
32466,21237,10785,1616,31367
5703,27016,12481,249,32559
36706,16009,13180,1460,7694
37192,6741,29698,42454,43277
42086,35657,4216,41305,17249
23824,30694,16503,34085,26650
25076,39199,42553,8415,15273
10785,4862,19225,27796,42459
33167,31582,24364,8616,23668
21569,40911,46347,36018,22724
40737,40106,610,8120,40111
5102,12977,33573,34936,15675
11941,40325,45459,44757,22262
32319,4055,9605,39515,18557
9731,102,32315,6923,31072
36423,25052,13482,13971,30156
11969,15817,7054,20830,39295
140,39848,45666,19109,32875
33435,19491,1101,44758,42862
24442,40937,4016,31028,19431
24278,19744,16461,34455,29746
35610,380,40505,15416,3588
9855,29302,10479,9205,40636
33009,1818,28392,5259,17059
29085,221,36786,46076,26627
39907,43416,28283,13644,5885
43194,31801,1238,2261,21834
16033,21128,33146,35148,25279
11947,13310,14160,12729,40793
11758,6725,332,38233,10404
28662,41703,13225,44497,928
41776,32793,6967,1728,35770
31129,29279,21734,42029,27801
20173,3118,41804,2243,4983
2671,23764,30550,14785,2059
41127,12569,12681,780,23221
46114,21782,9522,19093,44141
35660,7691,11258,16941,35406
7870,5591,40564,18675,11787
12970,26177,46082,10019,8859
25270,30536,21736,6062,12520
31836,4659,6372,25050,15466
38037,37227,42532,38655,17798
37432,14219,3801,20324,40368
13724,14513,29746,36268,4867
43362,44254,19555,10674,44633
41605,30067,38317,17204,3223
29022,34540,6199,39724,43490
23482,30244,27799,23691,16071
33598,30757,43317,30342,34004
41990,23384,45692,11230,5071
43634,39620,3845,2676,31570
7353,35247,13211,13675,28055
16805,19029,39811,3898,32454
16187,38229,11951,17299,46050
7631,5197,27293,14760,14945
42886,25689,1865,11415,39535
37164,31811,11563,37410,8203
22349,20503,2194,29251,310
43877,33222,3188,21522,27657
19381,46039,27689,31584,11077
22423,39098,34875,10342,11030
43746,45761,41808,23975,4794
20158,28156,19667,8849,37941
33618,11563,32006,17664,21454
16131,28851,18651,20266,29060
159,20162,8841,30565,2787
9395,70,15408,21845,16921
45034,46009,3649,42479,6199
36803,15835,14831,3610,46180
9015,17919,3220,42365,29410
8764,45778,37299,45328,12723
1792,4206,11347,28300,33545
32139,4168,9055,37946,20820
40028,11096,10902,20712,35342
26551,19234,32318,18468,750
33710,803,31474,19098,29633
17421,36162,41612,29081,11723
4369,746,26124,37274,11344
869,32870,26184,21831,38014
17115,29381,35367,4385,36062
39573,34276,9200,41253,5405
20195,13574,34119,25716,1167
9808,38015,37339,22981,2088
4514,20096,12191,9941,43690
13720,45472,44572,37008,18756
29280,528,19830,2313,28851
39675,39842,16376,2226,21313
7059,25681,8190,21841,23876
15018,42586,29182,13164,42832
25850,43923,16603,11405,12843
18378,43594,36680,19177,41661
40246,39345,33565,3009,8861
4688,10684,6759,9112,1285
21033,30994,13193,31158,5425
29119,14799,34439,458,20070
23275,35704,23903,2497,18294
11757,31128,33355,17955,22379
18652,19347,16671,40939,27751
22317,122,11505,424,38087
7,27238,35884,37933,30124
6868,36714,13862,35978,3819
26480,9650,32906,17889,3359
6431,36938,9710,29417,44447
45295,7219,1160,43629,19922
39354,29651,19170,19062,30525
39237,24871,7469,924,29498
24823,9149,16847,26854,13157
29895,3222,38543,26434,1015
14993,11635,35412,32141,1848
30376,2983,12926,29699,27421
10444,34747,15185,45196,42102
25895,43840,40567,43131,10856
42533,46231,25807,45989,9804
44479,7752,18783,45161,22552
15407,10073,30088,1043,11464
654,35488,46126,33831,42426
36580,26325,33238,8887,2544
41027,45653,14155,14690,8110
7076,31597,7229,3945,10770
20828,3795,19612,34621,29033
21455,41873,8137,16599,157
26429,32669,29924,10364,43666
5641,29556,23257,11203,46247
7658,39458,8719,13653,4885
37863,25076,29639,35189,25544
22612,413,1108,27363,15787
42559,43163,8088,25804,45223
21788,42325,3808,18931,10674
11747,3365,31944,38577,46288
18903,8166,25017,13666,22928
35095,6377,44041,4549,40072
27675,4010,40503,7689,29977
21588,38086,46034,34688,15582
28197,26056,2581,31211,43402
37909,27425,46306,15108,38355
16552,9465,15750,12347,34101
43591,25454,34212,38762,41059
3397,43490,34735,29781,39249
45307,28111,20520,12055,24526
12114,17796,43787,10317,37945
10824,2183,23210,4337,40958
12884,45454,33822,45981,23795
20251,32706,34608,24675,38722
19743,20234,20345,7834,9588
41891,14948,44508,13492,42921
29144,9081,2239,37354,34224
10853,43260,7464,22895,39675
46252,44961,20156,14025,2391
13078,29488,12212,18289,36917
24182,13124,27113,27405,35526
12718,18001,40892,34572,22758
25735,45803,38880,9470,39502
34715,44041,11494,30229,43981
39340,36096,26192,14607,37652
3518,19856,23215,17205,27091
34240,6834,23933,219,22910
15856,21577,4037,28656,10997
40731,2011,2434,37979,5768
28437,7934,32997,9602,44666
6265,44366,372,28258,45858
10623,30013,3030,952,36363
46013,26855,33554,40130,7502
17235,8322,31289,33275,22645
20952,30453,34389,46011,4138
